Date,Open,High,Low,Close,Volume,Market Cap
10-Aug-2022,324.86,336.28,314.41,328.47,1738218767,52994635916
9-Aug-2022,324.84,327.83,313.5,324.91,1139003043,52420465015
8-Aug-2022,322.95,332.88,322.54,324.8,1318773332,52402408716
7-Aug-2022,315.12,325.17,309.02,322.92,1012978419,52099211446
6-Aug-2022,315.2,321.84,313.73,315.07,1151509385,50832352962
5-Aug-2022,310.69,320.96,308.61,315.19,1585061398,50851172981
4-Aug-2022,298.37,312.75,297.43,310.71,1926587001,50128462927
3-Aug-2022,283.87,305.19,278.81,298.36,2133584480,48136066763
2-Aug-2022,283.48,290.54,274.82,283.82,1768344106,45790901617
1-Aug-2022,283.63,290.08,278.34,283.54,1314157614,45745482573
31-Jul-2022,287.58,296.21,282.61,283.58,1313531523,45751935453
30-Jul-2022,293.92,299.72,285.41,287.54,1578905327,46390292373
29-Jul-2022,277.31,301.21,275.3,293.95,2562325488,47425624150
28-Jul-2022,271.52,280.13,264.74,277.29,1648592412,44737841992
27-Jul-2022,249.02,271.5,247.8,271.5,1405510237,43803772187
26-Jul-2022,245.12,248.96,240.11,248.96,926779355,40166261134
25-Jul-2022,261.84,262.44,245.15,245.15,1005244476,39551586360
24-Jul-2022,259.47,265.89,257.43,261.86,913146574,42248561528
23-Jul-2022,262.72,271.61,253.22,259.46,1108172504,41861049913
22-Jul-2022,265.48,271.15,261.61,262.88,1173778496,42411928806
21-Jul-2022,258.34,265.91,251.55,265.46,1220055525,42828999087
20-Jul-2022,268.77,271.79,257,258.34,1675018362,41679672950
19-Jul-2022,264.49,274.24,256.7,268.82,1925805446,43370248285
18-Jul-2022,247.83,264.89,247.82,264.89,1632324536,43249792276
17-Jul-2022,249.64,255.3,246.95,247.85,1050861669,40467949154
16-Jul-2022,238.56,250.76,234.12,249.59,1030985968,40752933390
15-Jul-2022,238.23,241.83,235.68,238.57,1151260376,38953638621
14-Jul-2022,230.51,239.66,227.58,238.16,1609361574,38886774290
13-Jul-2022,220.49,230.54,216.82,230.52,1431776142,37639386788
12-Jul-2022,225.87,228.19,220.46,220.46,1140033692,35996786605
11-Jul-2022,234.6,234.65,225.5,225.86,1021066311,36877493643
10-Jul-2022,243.25,243.33,232.1,234.66,881096013,38313853886
9-Jul-2022,240.76,244.69,240.67,243.24,851653424,39715666654
8-Jul-2022,241.54,246.68,237.14,240.75,1341618380,39309048935
7-Jul-2022,238.5,243.3,235.44,241.54,1108137930,39438657384
6-Jul-2022,230.91,239.49,229.3,238.5,1266715664,38941548230
5-Jul-2022,231.48,235.76,223.23,230.85,1310031377,37691894305
4-Jul-2022,218.98,231.77,215.21,231.57,1039372640,37810723921
3-Jul-2022,218.05,219.79,214.46,218.98,724525676,35754443111
2-Jul-2022,216.23,219.42,214.21,218.04,767361243,35600131897
1-Jul-2022,219.53,226.38,213.67,216.02,1234215934,35270351269
30-Jun-2022,219.39,219.89,205.93,219.3,1088852065,35806656572
29-Jun-2022,226.9,229.43,215.95,219.28,1062609997,35804105858
28-Jun-2022,233.57,241.42,226.15,226.93,1082126615,37052010145
27-Jun-2022,233.83,240.62,230.51,233.65,841135242,38150322788
26-Jun-2022,239.61,244.67,233.63,233.86,823875890,38183748928
25-Jun-2022,240.26,241.5,230.45,239.69,915553554,39135965106
24-Jun-2022,228.92,242.82,228.63,240.24,1127877901,39225384797
23-Jun-2022,214.23,229.77,214.23,228.95,1148541185,37382875642
22-Jun-2022,219.67,220.53,211.59,214.26,1050984086,34984037889
21-Jun-2022,216.9,227.64,213.55,219.5,1165714518,35839071092
20-Jun-2022,214.88,218.08,205.17,216.93,1235838900,35420370613
19-Jun-2022,196.96,216.08,190.12,214.92,1333254615,35091574388
18-Jun-2022,215.82,218.55,184.54,197.04,1579731402,32172584769
17-Jun-2022,209.71,221.64,208.1,215.89,1108538874,35250160630
16-Jun-2022,233.47,236.33,208.07,209.54,1483212957,34212852053
15-Jun-2022,223.19,234.02,199.29,233.4,2244407305,38108309619
14-Jun-2022,222.55,230.37,205.39,223.22,2027226914,36446891127
13-Jun-2022,255.67,256.85,214.61,222.51,2471570710,36330072071
12-Jun-2022,269.66,271.38,251.99,255.95,1380200465,41790885363
11-Jun-2022,286.11,290.37,265.63,269.49,1220361307,44001019654
10-Jun-2022,289.89,297.23,283.48,286.05,1362797648,46704839626
9-Jun-2022,288.62,292.98,286.48,289.92,800984464,47337201877
8-Jun-2022,290.3,294.04,284.37,288.62,1136631692,47124362846
7-Jun-2022,295.37,295.37,274.43,290.34,1752763456,47406019787
6-Jun-2022,298.98,311.7,289.43,295.4,1470941103,48231368639
5-Jun-2022,301.6,301.94,295.43,298.93,779603321,48809157476
4-Jun-2022,298.5,302.64,295.28,301.63,805954970,49249419808
